brand,model_year,product,price,rating,ac_type,capacity,Dehumidification,Turbo Mode,Air Swing,Self Diagnosis,Memory Feature,LED Panel Display,Night Glow Buttons,Wi-Fi Connectivity,APP Control,Auto Clean,Hidden Panel Display,Voice Control,PM 2.5 Filter,inverter,star_rating
Hitachi,2025,AC,54490,4.4,Split,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Samsung,2025,AC,48990,4.25,Split,2.0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,3
Blue Star,2024,AC,60000,4.4,Split,1.5,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3
Blue Star,2025,AC,37600,4.45,Split,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
Blue Star,2025,AC,31753,4.15,Split,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3
Panasonic,2025,AC,35990,4.25,Split,1.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3
Carrier,2025,AC,44179,4.3,Window,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Haier,2025,AC,32990,4.5,Split,1.0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,3
LG,2025,AC,39990,4.7,Split,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
Samsung,2025,AC,63490,4.7,Split,1.5,1,1,1,0,0,1,0,1,1,0,0,1,0,1,3
LG,2025,AC,55990,4.55,Split,2.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
Godrej,2024,AC,29990,4.55,Split,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3
Godrej,2024,AC,35900,4.35,Split,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5
Blue Star,2024,AC,29990,4.2,Split,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Onida,2024,AC,35990,4.65,Split,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3
Voltas,2023,AC,36499,4.35,Split,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3
BPL,2024,AC,64990,4.35,Split,2.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,3
Blue Star,2023,AC,58000,4.75,Split,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,5
Haier,2024,AC,39184,4.25,Split,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Blue Star,2023,AC,32900,4.1,Split,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3
Lloyd,,AC,34500,4.0,Window,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5
Realme,2024,AC,49999,4.65,Split,1.0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,3
Daikin,2023,AC,32024,4.6,Split,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3
Voltas,2024,AC,29990,4.4,Split,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3
Daikin,2024,AC,33758,4.05,Split,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Panasonic,2024,AC,52100,4.25,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Haier,2023,AC,51471,4.5,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Cruise,2023,AC,47989,4.75,Split,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,5
Blue Star,2023,AC,38250,4.4,Split,1.0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,5
Voltas,2024,AC,37750,4.45,Split,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
Panasonic,,AC,39590,4.4,Split,1.5,1,1,1,0,0,0,0,0,0,1,1,0,0,1,3
Blue Star,2024,AC,38600,4.65,Split,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,5
Blue Star,2023,AC,37500,4.0,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Blue Star,,AC,60000,4.25,Split,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
Blue Star,2023,AC,39439,4.3,Split,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3
Godrej,2024,AC,26990,4.6,Window,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
Godrej,2024,AC,29490,4.1,Split,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3
Haier,2024,AC,32500,4.5,Split,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Hitachi,2023,AC,36850,4.05,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Lloyd,2024,AC,33990,4.15,Split,1.0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,3
Whirlpool,2024,AC,29450,4.75,Split,1.0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,3
Hitachi,2023,AC,50545,4.4,Split,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Haier,2024,AC,50990,4.6,Split,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,5
Hitachi,2023,AC,43500,4.35,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
Blue Star,2023,AC,28272,4.75,Split,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Hitachi,2023,AC,33985,4.35,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Croma,2024,AC,38994,4.05,Split,1.5,0,1,1,1,1,0,0,0,0,0,1,0,0,1,3
Panasonic,2024,AC,41000,4.45,Split,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,5
Carrier,2024,AC,38950,4.45,Window,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Haier,2023,AC,35990,4.05,Window,1.5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,5
Panasonic,,AC,50890,4.05,Split,1.5,1,1,1,0,0,0,0,0,0,1,1,0,0,1,5
Lloyd,2024,AC,37490,4.25,Split,1.5,1,1,1,0,0,0,0,1,1,0,0,1,0,1,3
Voltas,2024,AC,38990,4.2,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
Panasonic,2024,AC,30490,4.0,Split,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,5
Carrier,2024,AC,45000,4.1,Split,1.5,1,0,1,0,0,0,1,0,0,0,1,0,0,1,5
Carrier,2024,AC,38890,4.75,Split,1.5,0,1,1,1,0,0,0,0,0,0,1,0,0,1,5
Blue Star,2023,AC,38900,4.3,Split,1.5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3
Carrier,,AC,38200,4.6,Split,1.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Blue Star,2023,AC,44650,4.25,Split,1.5,1,1,1,0,0,0,0,0,0,0,1,0,0,1,5
Haier,2024,AC,45264,4.0,Split,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Carrier,2024,AC,49500,4.7,Split,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Blue Star,2023,AC,37500,4.4,Split,1.5,1,1,1,0,0,0,1,0,0,0,1,0,0,1,3
Haier,2024,AC,42500,4.35,Split,1.6,1,1,1,0,0,0,0,0,0,0,1,0,0,1,5
Blue Star,2023,AC,38000,4.75,Split,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Blue Star,,AC,46500,4.5,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
Blue Star,2024,AC,50999,4.75,Split,2.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3
Voltas,2022,AC,28048,4.45,Split,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3
Godrej,2024,AC,35399,4.3,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
TCL,2023,AC,45991,4.2,Split,1.5,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3
Lloyd,2023,AC,33290,4.25,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Blue Star,2024,AC,27500,4.05,Window,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Haier,2023,AC,35990,4.2,Split,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3
Haier,2023,AC,38472,4.2,Split,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,5
Panasonic,,AC,47590,4.45,Split,1.5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3
IFB,,AC,48500,4.7,Split,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3
IFB,,AC,35800,4.1,Split,1.5,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3
Panasonic,,AC,39000,4.15,Split,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,5
Panasonic,2024,AC,70400,4.35,Split,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3
IFB,,AC,48500,4.55,Split,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3
LG,,AC,67990,4.15,Split,0.75,1,0,1,1,1,0,0,0,0,0,1,0,0,1,3
Hitachi,2023,AC,36450,4.75,Split,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Blue Star,2023,AC,43603,4.55,Split,1.5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3
Haier,2023,AC,42850,4.4,Split,1.6,1,0,1,0,0,0,0,0,0,1,1,0,0,1,5
Carrier,2024,AC,45600,4.4,Split,1.5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,5
Panasonic,2023,AC,37500,4.6,Split,1.5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,3
Godrej,2024,AC,35900,4.6,Split,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,5
Haier,2023,AC,28051,4.55,Split,1.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,3
O General,2023,AC,82290,4.0,Split,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,4
LG,,AC,40500,4.75,Split,1.5,1,1,1,1,1,0,0,0,0,0,1,0,0,1,3
Blue Star,2023,AC,68200,4.1,Split,1.5,1,1,1,0,1,0,0,0,0,0,1,0,0,1,5
Blue Star,,AC,37500,4.6,Split,1.5,0,1,1,1,0,0,0,0,0,0,1,0,0,1,3
LG,2023,AC,37026,4.75,Split,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,3
Godrej,2023,AC,38650,4.6,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,1,5
Voltas,2023,AC,44490,4.35,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,5
Godrej,2023,AC,29599,4.7,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
Lloyd,2023,AC,47656,4.65,Window,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3
Godrej,2023,AC,32549,4.4,Split,1.8,1,0,1,1,0,0,1,0,0,0,0,0,0,1,3
iMee,,AC,38899,4.45,Split,1.5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5
Carrier,,AC,60465,4.55,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Lloyd,2023,AC,36490,4.0,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Godrej,2022,AC,31279,4.25,Split,1.5,1,1,1,0,0,1,1,0,0,0,0,0,0,1,3
Panasonic,2023,AC,45600,4.25,Split,1.5,1,1,1,0,0,0,1,0,0,0,0,0,0,1,5
Voltas,2022,AC,39895,4.4,Window,1.5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5
Croma,2022,AC,30494,4.05,Window,1.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,5
Samsung,2023,AC,45690,4.0,Split,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,5
Lloyd,2023,AC,41559,4.55,Window,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5
Voltas,2023,AC,34190,4.15,Split,1.2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5
Blue Star,2022,AC,37950,4.0,Split,1.0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,5
IFB,2023,AC,45800,4.25,Split,1.5,0,1,1,1,1,1,0,0,0,0,0,0,0,1,5
IFB,2023,AC,45800,4.55,Split,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,5
Haier,2023,AC,30490,4.6,Split,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2
Blue Star,2023,AC,34964,4.45,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Voltas,,AC,29967,4.45,Split,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
Onida,2023,AC,34695,4.3,Split,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
LG,2023,AC,81670,4.35,Split,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,5
Candy,2023,AC,29990,4.4,Split,1.5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,3
Carrier,2023,AC,28031,4.5,Window,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
Godrej,2023,AC,53813,4.55,Split,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3
Candy,2023,AC,36990,4.3,Split,1.5,0,1,1,0,0,1,1,0,0,0,0,0,0,1,5
LG,2023,AC,70138,4.0,Split,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,5
IFB,2023,AC,48500,4.15,Split,2.0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,3
Thomson,2023,AC,36998,4.35,Split,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2
IFB,2023,AC,35800,4.6,Split,1.5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3
Lloyd,2022,AC,32990,4.35,Split,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,5
Blue Star,2023,AC,37650,4.15,Split,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,5
Blue Star,2023,AC,31390,4.05,Split,1.2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3
Blue Star,2023,AC,28563,4.55,Split,1.0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,3
Godrej,2023,AC,41990,4.25,Split,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3
Hitachi,2023,AC,35110,4.15,Split,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3
Godrej,2022,AC,30990,4.65,Split,1.5,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3
Godrej,2023,AC,31626,4.45,Split,1.0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,3
Hitachi,2023,AC,37450,4.75,Split,1.5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3
Hitachi,2023,AC,39390,4.75,Split,1.5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3
O General,2023,AC,37990,4.45,Split,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,3
Hitachi,2023,AC,37350,4.3,Split,1.5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3
Hitachi,2023,AC,41850,4.7,Split,1.5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,5
Hitachi,2023,AC,35991,4.2,Split,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,5
Hitachi,2023,AC,33342,4.75,Split,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3
Hitachi,2023,AC,59866,4.2,Split,1.8,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3
Hitachi,2023,AC,29136,4.0,Split,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3
Hitachi,2023,AC,57925,4.55,Split,1.8,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3
Hitachi,2023,AC,39990,4.4,Split,1.8,1,0,1,0,0,0,1,0,0,1,0,0,0,1,4
Hitachi,2023,AC,37500,4.35,Split,1.5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3
Samsung,2023,AC,61990,4.15,Split,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3
Blue Star,2023,AC,59890,4.05,Split,1.5,0,1,1,1,0,1,0,0,0,0,0,0,0,1,5
Blue Star,2023,AC,38000,4.45,Split,1.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,3
Blue Star,2023,AC,31688,4.45,Split,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4
Haier,2023,AC,45990,4.3,Split,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Lloyd,2022,AC,42196,4.05,Window,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2
Lloyd,2023,AC,27999,4.1,Window,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2
Voltas,2023,AC,36990,4.35,Split,1.5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3
Samsung,2023,AC,39590,4.05,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,4
Samsung,2023,AC,49190,4.5,Split,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,5
Samsung,2022,AC,56190,4.45,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,5
Voltas,2023,AC,45499,4.4,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,1,5
Panasonic,2023,AC,57658,4.7,Split,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,5
Haier,2023,AC,42850,4.3,Split,1.6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5
Panasonic,2023,AC,48990,4.0,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Panasonic,2023,AC,38890,4.3,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,5
Panasonic,2023,AC,57990,4.75,Split,2.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Lloyd,,AC,58722,4.45,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2
Lloyd,2022,AC,52997,4.45,Split,0.75,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Godrej,2022,AC,34191,4.0,Window,1.5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3
Lloyd,,AC,47287,4.25,Split,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2
Daikin,2022,AC,32990,4.3,Split,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3
Voltas,2022,AC,50818,4.55,Split,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,5
Lloyd,2022,AC,30852,4.15,Split,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3
Voltas,2022,AC,35900,4.35,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
Lloyd,2022,AC,73766,4.55,Split,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3
Lloyd,,AC,31190,4.6,Window,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Samsung,2023,AC,48991,4.2,Split,2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3
Hitachi,2022,AC,32200,4.15,Split,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Samsung,2023,AC,34990,4.2,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Blue Star,2022,AC,36990,4.1,Split,1.5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,3
Godrej,2023,AC,37500,4.25,Split,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,5
LG,2023,AC,47500,4.75,Split,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5
Voltas,,AC,28769,4.75,Split,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3
Voltas,2023,AC,37551,4.1,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,1,5
Voltas,2022,AC,29147,4.55,Split,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3
Voltas,2022,AC,32788,4.5,Split,1.5,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3
Voltas,2022,AC,36780,4.6,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Godrej,2022,AC,35399,4.75,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,1,5
Daikin,2023,AC,30490,4.15,Split,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Blue Star,2022,AC,51690,4.3,Split,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,3
Voltas,,AC,33279,4.5,Window,2.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2
Carrier,2022,AC,67790,4.5,Split,1.5,1,0,1,1,1,1,0,0,0,0,0,0,0,1,3
Blue Star,2023,AC,38990,4.7,Window,1.5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,5
Voltas,,AC,34990,4.6,Window,1.5,1,1,1,1,1,0,1,0,0,0,0,0,0,1,5
Electrolux,2022,AC,36090,4.25,Split,1.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3
Electrolux,2022,AC,73990,4.15,Split,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,5
Electrolux,,AC,32290,4.4,Split,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3
Blue Star,2022,AC,32490,4.65,Window,1.5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3
Blue Star,,AC,37850,4.15,Split,1.5,1,1,0,0,1,1,0,0,0,0,0,0,0,1,3
Lloyd,,AC,33490,4.55,Split,1.2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Daikin,,AC,34950,4.1,Split,1.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3
Daikin,,AC,48342,4.7,Split,1.8,0,1,1,1,0,0,1,0,0,0,0,0,0,1,3
Daikin,2023,AC,43490,4.0,Split,1.5,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3
Daikin,2022,AC,78475,4.5,Split,2.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3
Daikin,,AC,40500,4.25,Split,1.5,0,1,1,1,1,0,1,0,0,0,0,0,0,1,3
iMee,,AC,37597,4.05,Split,1.5,1,0,1,0,0,1,1,0,0,0,0,0,0,1,5
iMee,,AC,32970,4.75,Split,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3
Blue Star,,AC,47090,4.7,Split,1.8,1,1,0,0,1,1,0,0,0,0,0,0,0,1,3
Blue Star,,AC,63900,4.65,Split,1.5,0,1,1,0,0,1,1,0,0,0,0,0,0,1,3
Carrier,2022,AC,38950,4.4,Window,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Lloyd,,AC,35464,4.05,Window,1.5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,5
Voltas,2022,AC,71179,4.55,Split,1.5,1,1,1,1,1,0,1,0,0,0,0,0,0,1,5
Voltas,,AC,68520,4.35,Split,1.5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4
Hitachi,,AC,43402,4.1,Split,1.5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,5
Hitachi,2021,AC,43650,4.35,Split,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
Lloyd,,AC,35999,4.0,Window,1.5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3
Daikin,2022,AC,67200,4.25,Split,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,5
Hitachi,2022,AC,41322,4.6,Split,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,5
Lloyd,,AC,45987,4.15,Window,1.5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3
Daikin,,AC,73800,4.3,Split,1.5,0,1,1,0,0,1,1,0,0,0,0,0,0,1,5
Lloyd,,AC,35990,4.55,Window,1.5,0,1,1,0,0,1,1,0,0,1,0,0,0,0,5
Realme,,AC,33370,4.25,Split,1.5,1,1,0,1,1,0,0,0,0,0,0,0,0,1,4
Haier,,AC,81990,4.35,Split,2.0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,3
Lloyd,,AC,47287,4.35,Split,1.0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,3
Daikin,,AC,71899,4.0,Split,1.8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5
Thomson,,AC,29999,4.55,Split,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Daikin,,AC,86990,4.65,Split,1.8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5
Blue Star,2022,AC,36890,4.15,Split,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,3
Blue Star,,AC,37500,4.45,Split,1.5,0,1,1,0,0,1,1,0,0,0,0,0,0,1,3
Panasonic,2022,AC,70937,4.45,Split,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3
Blue Star,,AC,58999,4.35,Split,1.5,0,1,1,0,0,1,1,0,0,0,0,0,0,1,3
Daikin,,AC,40788,4.2,Split,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,4
Samsung,,AC,69273,4.0,Split,2.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,4
O General,,AC,53990,4.3,Split,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Carrier,,AC,37999,4.2,Window,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Samsung,,AC,39890,4.15,Split,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3
Carrier,2021,AC,38017,4.45,Window,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
Voltas,2021,AC,51990,4.7,Split,1.5,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Carrier,,AC,35000,4.55,Split,1.0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,3
Daikin,,AC,49889,4.05,Split,1.8,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3
Lloyd,,AC,34500,4.3,Split,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Carrier,,AC,39819,4.1,Window,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Samsung,,AC,51990,4.6,Split,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4
Samsung,,AC,45309,4.55,Split,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5
Blue Star,,AC,36540,4.65,Split,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3
Whirlpool,,AC,41850,4.15,Split,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lloyd,,AC,32222,4.15,Split,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3
Blue Star,,AC,38650,4.1,Split,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,5
Hitachi,,AC,37650,4.1,Split,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Samsung,,AC,37388,4.7,Split,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3
Hitachi,2019,AC,37650,4.25,Split,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Samsung,2019,AC,45309,4.5,Split,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,5
